,country,year,sex,age,suicides_no,population,suicides/100k pop, gdp_for_year ($) ,gdp_per_capita ($),generation
5575,Chile,2010,female,5-14 years,10,1264757,0.79,"218,537,551,220",13874,Generation Z
5576,Chile,2011,male,75+ years,89,250197,35.57,"252,251,992,029",15854,Silent
5577,Chile,2011,male,55-74 years,339,1205080,28.13,"252,251,992,029",15854,Boomers
5578,Chile,2011,male,25-34 years,330,1309717,25.2,"252,251,992,029",15854,Millenials
5579,Chile,2011,male,35-54 years,575,2350457,24.46,"252,251,992,029",15854,Generation X
5580,Chile,2011,male,15-24 years,312,1441346,21.65,"252,251,992,029",15854,Millenials
5581,Chile,2011,female,35-54 years,158,2367343,6.67,"252,251,992,029",15854,Generation X
5582,Chile,2011,female,25-34 years,67,1274974,5.26,"252,251,992,029",15854,Millenials
5583,Chile,2011,female,15-24 years,69,1388507,4.97,"252,251,992,029",15854,Millenials
5584,Chile,2011,female,55-74 years,50,1351263,3.7,"252,251,992,029",15854,Boomers
5585,Chile,2011,female,75+ years,14,417296,3.35,"252,251,992,029",15854,Silent
5586,Chile,2011,female,5-14 years,12,1253907,0.96,"252,251,992,029",15854,Generation Z
5587,Chile,2011,male,5-14 years,12,1300696,0.92,"252,251,992,029",15854,Generation Z
5588,Chile,2012,male,75+ years,101,258082,39.13,"267,122,320,057",16617,Silent
5589,Chile,2012,male,25-34 years,319,1333713,23.92,"267,122,320,057",16617,Millenials
5590,Chile,2012,male,35-54 years,555,2370451,23.41,"267,122,320,057",16617,Generation X
5591,Chile,2012,male,55-74 years,285,1250017,22.8,"267,122,320,057",16617,Boomers
5592,Chile,2012,male,15-24 years,242,1435400,16.86,"267,122,320,057",16617,Millenials
5593,Chile,2012,female,35-54 years,138,2385205,5.79,"267,122,320,057",16617,Generation X
5594,Chile,2012,female,25-34 years,62,1296016,4.78,"267,122,320,057",16617,Millenials
5595,Chile,2012,female,15-24 years,62,1381401,4.49,"267,122,320,057",16617,Millenials
5596,Chile,2012,female,55-74 years,52,1397521,3.72,"267,122,320,057",16617,Boomers
5597,Chile,2012,female,75+ years,10,429697,2.33,"267,122,320,057",16617,Silent
5598,Chile,2012,male,5-14 years,8,1292347,0.62,"267,122,320,057",16617,Generation Z
5599,Chile,2012,female,5-14 years,7,1245397,0.56,"267,122,320,057",16617,Generation Z
5600,Chile,2013,male,75+ years,82,265665,30.87,"278,384,332,694",17140,Silent
5601,Chile,2013,male,55-74 years,288,1296922,22.21,"278,384,332,694",17140,Boomers
5602,Chile,2013,male,25-34 years,298,1359760,21.92,"278,384,332,694",17140,Millenials
5603,Chile,2013,male,35-54 years,516,2389789,21.59,"278,384,332,694",17140,Generation X
5604,Chile,2013,male,15-24 years,224,1425807,15.71,"278,384,332,694",17140,Millenials
5605,Chile,2013,female,35-54 years,130,2401833,5.41,"278,384,332,694",17140,Generation X
5606,Chile,2013,female,15-24 years,60,1370723,4.38,"278,384,332,694",17140,Millenials
5607,Chile,2013,female,25-34 years,52,1318935,3.94,"278,384,332,694",17140,Millenials
5608,Chile,2013,female,55-74 years,54,1445681,3.74,"278,384,332,694",17140,Boomers
5609,Chile,2013,female,75+ years,14,442189,3.17,"278,384,332,694",17140,Silent
5610,Chile,2013,male,5-14 years,12,1285975,0.93,"278,384,332,694",17140,Generation Z
5611,Chile,2013,female,5-14 years,8,1238965,0.65,"278,384,332,694",17140,Generation Z
5612,Chile,2014,male,75+ years,92,273608,33.62,"260,584,090,571",15883,Silent
5613,Chile,2014,male,55-74 years,308,1345116,22.9,"260,584,090,571",15883,Boomers
5614,Chile,2014,male,35-54 years,536,2408469,22.25,"260,584,090,571",15883,Generation X
5615,Chile,2014,male,25-34 years,289,1384843,20.87,"260,584,090,571",15883,Millenials
5616,Chile,2014,male,15-24 years,238,1413924,16.83,"260,584,090,571",15883,Millenials
5617,Chile,2014,female,35-54 years,127,2417192,5.25,"260,584,090,571",15883,Generation X
5618,Chile,2014,female,25-34 years,60,1340788,4.47,"260,584,090,571",15883,Millenials
5619,Chile,2014,female,15-24 years,58,1357865,4.27,"260,584,090,571",15883,Millenials
5620,Chile,2014,female,55-74 years,52,1494867,3.48,"260,584,090,571",15883,Boomers
5621,Chile,2014,female,75+ years,8,455627,1.76,"260,584,090,571",15883,Silent
5622,Chile,2014,male,5-14 years,12,1280751,0.94,"260,584,090,571",15883,Generation Z
5623,Chile,2014,female,5-14 years,9,1233817,0.73,"260,584,090,571",15883,Generation Z
5624,Chile,2015,male,75+ years,117,282308,41.44,"243,999,477,738",14729,Silent
5625,Chile,2015,male,55-74 years,301,1394272,21.59,"243,999,477,738",14729,Boomers
5626,Chile,2015,male,35-54 years,513,2426719,21.14,"243,999,477,738",14729,Generation X
5627,Chile,2015,male,25-34 years,296,1406921,21.04,"243,999,477,738",14729,Millenials
5628,Chile,2015,male,15-24 years,224,1400822,15.99,"243,999,477,738",14729,Millenials
5629,Chile,2015,female,35-54 years,136,2431495,5.59,"243,999,477,738",14729,Generation X
5630,Chile,2015,female,55-74 years,78,1544550,5.05,"243,999,477,738",14729,Boomers
5631,Chile,2015,female,25-34 years,66,1359598,4.85,"243,999,477,738",14729,Millenials
5632,Chile,2015,female,15-24 years,64,1343941,4.76,"243,999,477,738",14729,Millenials
5633,Chile,2015,female,75+ years,21,470618,4.46,"243,999,477,738",14729,Silent
5634,Chile,2015,female,5-14 years,13,1228869,1.06,"243,999,477,738",14729,Generation Z
5635,Chile,2015,male,5-14 years,9,1275612,0.71,"243,999,477,738",14729,Generation Z
5756,Colombia,1995,male,75+ years,27,237128,11.39,"92,507,279,383",2796,G.I. Generation
5757,Colombia,1995,male,55-74 years,110,1280826,8.59,"92,507,279,383",2796,Silent
5758,Colombia,1995,male,25-34 years,253,3221761,7.85,"92,507,279,383",2796,Generation X
5759,Colombia,1995,male,15-24 years,271,3657416,7.41,"92,507,279,383",2796,Generation X
5760,Colombia,1995,male,35-54 years,213,3599535,5.92,"92,507,279,383",2796,Boomers
5761,Colombia,1995,female,15-24 years,116,3602418,3.22,"92,507,279,383",2796,Generation X
5762,Colombia,1995,female,25-34 years,55,3296038,1.67,"92,507,279,383",2796,Generation X
5763,Colombia,1995,female,35-54 years,63,3860918,1.63,"92,507,279,383",2796,Boomers
5764,Colombia,1995,female,55-74 years,16,1495950,1.07,"92,507,279,383",2796,Silent
5765,Colombia,1995,male,5-14 years,15,4330243,0.35,"92,507,279,383",2796,Millenials
5766,Colombia,1995,female,75+ years,1,337540,0.3,"92,507,279,383",2796,G.I. Generation
5767,Colombia,1995,female,5-14 years,10,4171126,0.24,"92,507,279,383",2796,Millenials
5768,Colombia,1996,male,75+ years,33,248909,13.26,"97,160,109,278",2883,G.I. Generation
5769,Colombia,1996,male,55-74 years,124,1313132,9.44,"97,160,109,278",2883,Silent
5770,Colombia,1996,male,15-24 years,289,3707736,7.79,"97,160,109,278",2883,Generation X
5771,Colombia,1996,male,35-54 years,259,3749624,6.91,"97,160,109,278",2883,Boomers
5772,Colombia,1996,male,25-34 years,225,3258034,6.91,"97,160,109,278",2883,Generation X
5773,Colombia,1996,female,15-24 years,121,3651707,3.31,"97,160,109,278",2883,Generation X
5774,Colombia,1996,female,25-34 years,58,3336435,1.74,"97,160,109,278",2883,Generation X
5775,Colombia,1996,female,35-54 years,44,4021393,1.09,"97,160,109,278",2883,Boomers
5776,Colombia,1996,female,55-74 years,15,1533960,0.98,"97,160,109,278",2883,Silent
5777,Colombia,1996,female,75+ years,3,352470,0.85,"97,160,109,278",2883,G.I. Generation
5778,Colombia,1996,male,5-14 years,21,4344969,0.48,"97,160,109,278",2883,Millenials
5779,Colombia,1996,female,5-14 years,17,4185267,0.41,"97,160,109,278",2883,Millenials
5780,Colombia,1997,male,75+ years,34,260440,13.05,"106,659,508,271",3106,G.I. Generation
5781,Colombia,1997,male,55-74 years,117,1349163,8.67,"106,659,508,271",3106,Silent
5782,Colombia,1997,male,15-24 years,315,3775597,8.34,"106,659,508,271",3106,Generation X
5783,Colombia,1997,male,25-34 years,242,3280278,7.38,"106,659,508,271",3106,Generation X
5784,Colombia,1997,male,35-54 years,234,3906804,5.99,"106,659,508,271",3106,Boomers
5785,Colombia,1997,female,15-24 years,117,3716547,3.15,"106,659,508,271",3106,Generation X
5786,Colombia,1997,female,25-34 years,70,3362418,2.08,"106,659,508,271",3106,Generation X
5787,Colombia,1997,female,35-54 years,57,4189374,1.36,"106,659,508,271",3106,Boomers
5788,Colombia,1997,female,55-74 years,17,1575903,1.08,"106,659,508,271",3106,Silent
5789,Colombia,1997,female,75+ years,3,367426,0.82,"106,659,508,271",3106,G.I. Generation
5790,Colombia,1997,male,5-14 years,19,4358250,0.44,"106,659,508,271",3106,Millenials
5791,Colombia,1997,female,5-14 years,17,4196625,0.41,"106,659,508,271",3106,Millenials
5792,Colombia,1998,male,75+ years,51,271456,18.79,"98,443,739,941",2814,G.I. Generation
5793,Colombia,1998,male,15-24 years,507,3853955,13.16,"98,443,739,941",2814,Generation X
5794,Colombia,1998,male,55-74 years,182,1390023,13.09,"98,443,739,941",2814,Silent
5795,Colombia,1998,male,25-34 years,402,3292463,12.21,"98,443,739,941",2814,Generation X
5796,Colombia,1998,male,35-54 years,374,4068675,9.19,"98,443,739,941",2814,Boomers
5797,Colombia,1998,female,15-24 years,247,3789996,6.52,"98,443,739,941",2814,Generation X
5798,Colombia,1998,female,25-34 years,97,3377856,2.87,"98,443,739,941",2814,Generation X
5799,Colombia,1998,female,35-54 years,88,4362525,2.02,"98,443,739,941",2814,Boomers
5800,Colombia,1998,female,5-14 years,47,4205288,1.12,"98,443,739,941",2814,Millenials
5801,Colombia,1998,female,55-74 years,18,1623053,1.11,"98,443,739,941",2814,Silent
5802,Colombia,1998,male,5-14 years,36,4369564,0.82,"98,443,739,941",2814,Millenials
5803,Colombia,1998,female,75+ years,3,382185,0.78,"98,443,739,941",2814,G.I. Generation
5804,Colombia,1999,male,75+ years,53,281533,18.83,"86,186,158,685",2419,G.I. Generation
5805,Colombia,1999,male,55-74 years,217,1437035,15.1,"86,186,158,685",2419,Silent
5806,Colombia,1999,male,15-24 years,506,3930904,12.87,"86,186,158,685",2419,Generation X
5807,Colombia,1999,male,25-34 years,414,3300918,12.54,"86,186,158,685",2419,Generation X
5808,Colombia,1999,male,35-54 years,425,4231334,10.04,"86,186,158,685",2419,Boomers
5809,Colombia,1999,female,15-24 years,240,3860670,6.22,"86,186,158,685",2419,Generation X
5810,Colombia,1999,female,25-34 years,97,3388982,2.86,"86,186,158,685",2419,Generation X
5811,Colombia,1999,female,35-54 years,90,4537037,1.98,"86,186,158,685",2419,Boomers
5812,Colombia,1999,female,5-14 years,46,4210355,1.09,"86,186,158,685",2419,Millenials
5813,Colombia,1999,female,55-74 years,17,1676984,1.01,"86,186,158,685",2419,Silent
5814,Colombia,1999,male,5-14 years,35,4377335,0.8,"86,186,158,685",2419,Millenials
5815,Colombia,1999,female,75+ years,3,396321,0.76,"86,186,158,685",2419,G.I. Generation
5816,Colombia,2000,male,75+ years,60,290481,20.66,"99,886,577,331",2755,G.I. Generation
5817,Colombia,2000,male,15-24 years,629,3998961,15.73,"99,886,577,331",2755,Generation X
5818,Colombia,2000,male,55-74 years,198,1491171,13.28,"99,886,577,331",2755,Silent
5819,Colombia,2000,male,25-34 years,438,3310535,13.23,"99,886,577,331",2755,Generation X
5820,Colombia,2000,male,35-54 years,453,4391802,10.31,"99,886,577,331",2755,Boomers
5821,Colombia,2000,female,15-24 years,262,3921422,6.68,"99,886,577,331",2755,Generation X
5822,Colombia,2000,female,25-34 years,96,3400584,2.82,"99,886,577,331",2755,Generation X
5823,Colombia,2000,female,35-54 years,99,4710061,2.1,"99,886,577,331",2755,Boomers
5824,Colombia,2000,female,75+ years,6,409711,1.46,"99,886,577,331",2755,G.I. Generation
5825,Colombia,2000,female,5-14 years,57,4209864,1.35,"99,886,577,331",2755,Millenials
5826,Colombia,2000,female,55-74 years,23,1738797,1.32,"99,886,577,331",2755,Silent
5827,Colombia,2000,male,5-14 years,37,4378953,0.84,"99,886,577,331",2755,Millenials
5828,Colombia,2001,male,75+ years,54,304065,17.76,"98,203,546,156",2662,Silent
5829,Colombia,2001,male,55-74 years,234,1547265,15.12,"98,203,546,156",2662,Silent
5830,Colombia,2001,male,15-24 years,602,4057598,14.84,"98,203,546,156",2662,Millenials
5831,Colombia,2001,male,25-34 years,439,3328209,13.19,"98,203,546,156",2662,Generation X
5832,Colombia,2001,male,35-54 years,491,4555809,10.78,"98,203,546,156",2662,Boomers
5833,Colombia,2001,female,15-24 years,302,3976430,7.59,"98,203,546,156",2662,Millenials
5834,Colombia,2001,female,25-34 years,105,3416780,3.07,"98,203,546,156",2662,Generation X
5835,Colombia,2001,female,55-74 years,30,1803020,1.66,"98,203,546,156",2662,Silent
5836,Colombia,2001,female,35-54 years,71,4884700,1.45,"98,203,546,156",2662,Boomers
5837,Colombia,2001,female,5-14 years,45,4206893,1.07,"98,203,546,156",2662,Millenials
5838,Colombia,2001,female,75+ years,4,427591,0.94,"98,203,546,156",2662,Silent
5839,Colombia,2001,male,5-14 years,35,4376068,0.8,"98,203,546,156",2662,Millenials
5840,Colombia,2002,male,75+ years,48,316252,15.18,"97,933,391,976",2613,Silent
5841,Colombia,2002,male,15-24 years,590,4104822,14.37,"97,933,391,976",2613,Millenials
5842,Colombia,2002,male,25-34 years,460,3344207,13.76,"97,933,391,976",2613,Generation X
5843,Colombia,2002,male,55-74 years,177,1609818,11.0,"97,933,391,976",2613,Silent
5844,Colombia,2002,male,35-54 years,487,4717038,10.32,"97,933,391,976",2613,Boomers
5845,Colombia,2002,female,15-24 years,295,4019790,7.34,"97,933,391,976",2613,Millenials
5846,Colombia,2002,female,25-34 years,92,3430874,2.68,"97,933,391,976",2613,Generation X
5847,Colombia,2002,female,35-54 years,81,5056712,1.6,"97,933,391,976",2613,Boomers
5848,Colombia,2002,female,5-14 years,64,4195227,1.53,"97,933,391,976",2613,Millenials
5849,Colombia,2002,female,55-74 years,28,1874594,1.49,"97,933,391,976",2613,Silent
5850,Colombia,2002,male,5-14 years,53,4364710,1.21,"97,933,391,976",2613,Millenials
5851,Colombia,2002,female,75+ years,4,444232,0.9,"97,933,391,976",2613,Silent
5852,Colombia,2003,male,75+ years,49,327352,14.97,"94,684,584,163",2489,Silent
5853,Colombia,2003,male,55-74 years,235,1679338,13.99,"94,684,584,163",2489,Silent
5854,Colombia,2003,male,25-34 years,424,3363500,12.61,"94,684,584,163",2489,Generation X
5855,Colombia,2003,male,15-24 years,508,4143231,12.26,"94,684,584,163",2489,Millenials
5856,Colombia,2003,male,35-54 years,441,4872021,9.05,"94,684,584,163",2489,Boomers
5857,Colombia,2003,female,15-24 years,299,4053688,7.38,"94,684,584,163",2489,Millenials
5858,Colombia,2003,female,25-34 years,93,3447910,2.7,"94,684,584,163",2489,Generation X
5859,Colombia,2003,female,35-54 years,96,5222660,1.84,"94,684,584,163",2489,Boomers
5860,Colombia,2003,female,55-74 years,35,1953968,1.79,"94,684,584,163",2489,Silent
5861,Colombia,2003,female,75+ years,6,460065,1.3,"94,684,584,163",2489,Silent
5862,Colombia,2003,female,5-14 years,48,4175544,1.15,"94,684,584,163",2489,Millenials
5863,Colombia,2003,male,5-14 years,35,4345236,0.81,"94,684,584,163",2489,Millenials
5864,Colombia,2004,male,75+ years,74,337747,21.91,"117,074,863,822",3033,Silent
5865,Colombia,2004,male,55-74 years,229,1756739,13.04,"117,074,863,822",3033,Silent
5866,Colombia,2004,male,15-24 years,522,4177514,12.5,"117,074,863,822",3033,Millenials
5867,Colombia,2004,male,25-34 years,397,3393144,11.7,"117,074,863,822",3033,Generation X
5868,Colombia,2004,male,35-54 years,465,5016477,9.27,"117,074,863,822",3033,Boomers
5869,Colombia,2004,female,15-24 years,246,4082601,6.03,"117,074,863,822",3033,Millenials
5870,Colombia,2004,female,25-34 years,91,3474885,2.62,"117,074,863,822",3033,Generation X
5871,Colombia,2004,female,75+ years,9,475649,1.89,"117,074,863,822",3033,Silent
5872,Colombia,2004,female,35-54 years,85,5378213,1.58,"117,074,863,822",3033,Boomers
5873,Colombia,2004,female,55-74 years,29,2041937,1.42,"117,074,863,822",3033,Silent
5874,Colombia,2004,male,5-14 years,56,4319787,1.3,"117,074,863,822",3033,Millenials
5875,Colombia,2004,female,5-14 years,41,4150023,0.99,"117,074,863,822",3033,Millenials
5876,Colombia,2005,male,75+ years,63,347667,18.12,"146,566,264,837",3742,Silent
5877,Colombia,2005,male,15-24 years,517,4209960,12.28,"146,566,264,837",3742,Millenials
5878,Colombia,2005,male,55-74 years,219,1842503,11.89,"146,566,264,837",3742,Silent
5879,Colombia,2005,male,25-34 years,352,3436781,10.24,"146,566,264,837",3742,Generation X
5880,Colombia,2005,male,35-54 years,434,5147445,8.43,"146,566,264,837",3742,Boomers
5881,Colombia,2005,female,15-24 years,225,4108824,5.48,"146,566,264,837",3742,Millenials
5882,Colombia,2005,female,25-34 years,93,3515419,2.65,"146,566,264,837",3742,Generation X
5883,Colombia,2005,female,35-54 years,87,5520328,1.58,"146,566,264,837",3742,Boomers
5884,Colombia,2005,female,55-74 years,27,2138822,1.26,"146,566,264,837",3742,Silent
5885,Colombia,2005,male,5-14 years,52,4291635,1.21,"146,566,264,837",3742,Millenials
5886,Colombia,2005,female,75+ years,5,491399,1.02,"146,566,264,837",3742,Silent
5887,Colombia,2005,female,5-14 years,28,4122007,0.68,"146,566,264,837",3742,Millenials
5888,Colombia,2006,male,75+ years,78,363411,21.46,"162,590,146,096",4095,Silent
5889,Colombia,2006,male,15-24 years,521,4229825,12.32,"162,590,146,096",4095,Millenials
5890,Colombia,2006,male,25-34 years,408,3492325,11.68,"162,590,146,096",4095,Generation X
5891,Colombia,2006,male,55-74 years,211,1925991,10.96,"162,590,146,096",4095,Silent
5892,Colombia,2006,male,35-54 years,453,5261515,8.61,"162,590,146,096",4095,Boomers
5893,Colombia,2006,female,15-24 years,197,4126897,4.77,"162,590,146,096",4095,Millenials
5894,Colombia,2006,female,25-34 years,96,3566953,2.69,"162,590,146,096",4095,Generation X
5895,Colombia,2006,female,35-54 years,90,5642326,1.6,"162,590,146,096",4095,Boomers
5896,Colombia,2006,female,55-74 years,33,2234226,1.48,"162,590,146,096",4095,Silent
5897,Colombia,2006,male,5-14 years,46,4260456,1.08,"162,590,146,096",4095,Millenials
5898,Colombia,2006,female,5-14 years,40,4092360,0.98,"162,590,146,096",4095,Millenials
5899,Colombia,2006,female,75+ years,4,512391,0.78,"162,590,146,096",4095,Silent
5900,Colombia,2007,male,75+ years,67,378405,17.71,"207,416,494,642",5150,Silent
5901,Colombia,2007,male,55-74 years,245,2018827,12.14,"207,416,494,642",5150,Silent
5902,Colombia,2007,male,15-24 years,493,4248033,11.61,"207,416,494,642",5150,Millenials
5903,Colombia,2007,male,25-34 years,410,3562854,11.51,"207,416,494,642",5150,Generation X
5904,Colombia,2007,male,35-54 years,475,5364516,8.85,"207,416,494,642",5150,Boomers
5905,Colombia,2007,female,15-24 years,208,4142290,5.02,"207,416,494,642",5150,Millenials
5906,Colombia,2007,female,25-34 years,105,3633920,2.89,"207,416,494,642",5150,Generation X
5907,Colombia,2007,female,35-54 years,82,5752377,1.43,"207,416,494,642",5150,Boomers
5908,Colombia,2007,female,5-14 years,40,4066699,0.98,"207,416,494,642",5150,Generation Z
5909,Colombia,2007,male,5-14 years,37,4234298,0.87,"207,416,494,642",5150,Generation Z
5910,Colombia,2007,female,55-74 years,16,2339825,0.68,"207,416,494,642",5150,Silent
5911,Colombia,2007,female,75+ years,3,533162,0.56,"207,416,494,642",5150,Silent
5912,Colombia,2008,male,75+ years,69,392608,17.57,"243,982,437,871",5971,Silent
5913,Colombia,2008,male,55-74 years,250,2119709,11.79,"243,982,437,871",5971,Silent
5914,Colombia,2008,male,25-34 years,417,3641000,11.45,"243,982,437,871",5971,Generation X
5915,Colombia,2008,male,15-24 years,479,4263159,11.24,"243,982,437,871",5971,Millenials
5916,Colombia,2008,male,35-54 years,510,5459636,9.34,"243,982,437,871",5971,Boomers
5917,Colombia,2008,female,15-24 years,206,4153413,4.96,"243,982,437,871",5971,Millenials
5918,Colombia,2008,female,25-34 years,85,3709016,2.29,"243,982,437,871",5971,Generation X
5919,Colombia,2008,female,35-54 years,82,5853848,1.4,"243,982,437,871",5971,Boomers
